Id,Salary
72629919,28070.64847684657
72629930,28070.64847684657
72629937,28070.64847684657
72629938,28070.64847684657
72629944,28070.64847684657
72629946,28070.64847684657
72629948,28070.64847684657
72629949,28070.64847684657
72629954,28070.64847684657
72629956,28070.64847684657
72629957,28070.64847684657
72629959,28070.64847684657
72629960,28070.64847684657
72629964,28070.64847684657
72629975,28070.64847684657
72629978,28070.64847684657
72629982,28070.64847684657
72629993,28070.64847684657
72630000,28070.64847684657
72630007,28070.64847684657
72630009,28070.64847684657
72630010,28070.64847684657
72630011,28070.64847684657
72630049,28070.64847684657
72630052,28070.64847684657
72630055,28070.64847684657
72630057,28070.64847684657
72630060,28070.64847684657
72630061,28070.64847684657
72630063,28070.64847684657
72630066,28070.64847684657
72630071,26759.649357342834
72630078,26759.649357342834
72630085,26759.649357342834
72630087,26759.649357342834
72630098,26759.649357342834
72630099,26759.649357342834
72630109,26759.649357342834
72630116,26759.649357342834
72630123,26759.649357342834
72630124,26759.649357342834
72630131,26759.649357342834
72630133,26759.649357342834
72630135,26759.649357342834
72630142,26759.649357342834
72630149,26759.649357342834
72630161,26759.649357342834
72630353,26759.649357342834
72630356,26759.649357342834
72630360,26759.649357342834
72630363,26759.649357342834
72630365,26759.649357342834
72630370,26759.649357342834
72630374,26759.649357342834
72630379,26759.649357342834
72630385,26759.649357342834
72630387,26759.649357342834
72630391,26759.649357342834
72630392,26759.649357342834
72630401,26759.649357342834
72630404,26759.649357342834
72630406,26759.649357342834
72630412,26759.649357342834
72630416,26759.649357342834
72630426,26759.649357342834
72630427,26759.649357342834
72630444,26759.649357342834
72630456,26759.649357342834
72630472,28070.64847684657
72630475,26759.649357342834
72630477,26759.649357342834
72630479,26759.649357342834
72630480,26759.649357342834
72630489,26759.649357342834
72630490,26759.649357342834
72630491,26759.649357342834
72630493,26759.649357342834
72630517,26759.649357342834
72630520,26759.649357342834
72630522,26759.649357342834
72630523,26759.649357342834
72630530,26759.649357342834
72630534,26759.649357342834
72630536,26759.649357342834
72630539,26759.649357342834
72630559,26759.649357342834
72630564,26759.649357342834
72630566,26759.649357342834
72630570,26759.649357342834
72630580,26759.649357342834
72630587,26759.649357342834
72630589,26759.649357342834
72630595,26759.649357342834
72630600,26759.649357342834
72630602,26759.649357342834
72630610,26759.649357342834
72630612,26759.649357342834
72630622,26759.649357342834
72630627,26759.649357342834
72630629,26759.649357342834
72630649,26759.649357342834
72630651,26759.649357342834
72630653,26759.649357342834
72630654,26759.649357342834
72630660,26759.649357342834
72630663,26759.649357342834
72630665,26759.649357342834
72630679,26759.649357342834
72630680,26759.649357342834
72630681,26759.649357342834
72630685,26759.649357342834
72630691,26759.649357342834
72630698,26759.649357342834
72630700,26759.649357342834
72630702,26759.649357342834
72630704,26759.649357342834
72630708,26759.649357342834
72630711,26759.649357342834
72630713,26759.649357342834
72630722,26759.649357342834
72630723,26759.649357342834
72630724,26759.649357342834
72630725,26759.649357342834
72630726,26759.649357342834
72630727,26759.649357342834
72630728,26759.649357342834
72630733,26759.649357342834
72630753,26759.649357342834
72630754,26759.649357342834
72630761,26759.649357342834
72630764,26759.649357342834
72630772,26759.649357342834
72630782,26759.649357342834
72630784,26759.649357342834
72630786,26759.649357342834
72630787,26759.649357342834
72630800,26759.649357342834
72630808,26759.649357342834
72630818,26759.649357342834
72630821,26759.649357342834
72630823,26759.649357342834
72630824,26759.649357342834
72630830,26759.649357342834
72630846,26759.649357342834
72630851,26759.649357342834
72630854,26759.649357342834
72630857,26759.649357342834
72630860,26759.649357342834
72630878,26759.649357342834
72630891,26759.649357342834
72630897,26759.649357342834
72630901,26759.649357342834
72630904,26759.649357342834
72630929,26759.649357342834
72630931,26759.649357342834
72630933,26759.649357342834
72630940,26759.649357342834
72630947,26759.649357342834
72630949,26759.649357342834
72630953,26759.649357342834
72630956,26759.649357342834
72630958,26759.649357342834
72630976,26759.649357342834
72630983,26759.649357342834
72630989,26759.649357342834
72630999,26759.649357342834
72631006,26759.649357342834
72631008,26759.649357342834
72631010,26759.649357342834
72631012,26759.649357342834
72631013,26759.649357342834
72631016,26759.649357342834
72631021,26759.649357342834
72631034,26759.649357342834
72631038,26759.649357342834
72631043,26759.649357342834
72631052,26759.649357342834
72631062,26759.649357342834
72631080,26759.649357342834
72631085,26759.649357342834
72631088,26759.649357342834
72631093,26759.649357342834
72631104,26759.649357342834
72631107,26759.649357342834
72631118,26759.649357342834
72631130,26759.649357342834
72631137,26759.649357342834
72631138,26759.649357342834
72631162,26759.649357342834
72631169,26759.649357342834
72631170,26759.649357342834
72631180,26759.649357342834
72631184,26759.649357342834
72631185,26759.649357342834
72631186,26759.649357342834
72631192,26759.649357342834
72631195,26759.649357342834
72631203,26759.649357342834
72631211,26759.649357342834
72631215,26759.649357342834
72631218,26759.649357342834
72631221,26759.649357342834
72631224,26759.649357342834
72631230,26759.649357342834
72631232,26759.649357342834
72631236,26759.649357342834
72631245,26759.649357342834
72631250,26759.649357342834
72631262,26759.649357342834
72631308,26759.649357342834
72631320,26759.649357342834
72631422,26759.649357342834
72631424,26759.649357342834
72631425,26759.649357342834
72631432,26759.649357342834
72631436,26759.649357342834
72631439,26759.649357342834
72631455,26759.649357342834
72631475,26759.649357342834
72631476,26759.649357342834
72631488,26759.649357342834
72631489,26759.649357342834
72631502,26759.649357342834
72631506,26759.649357342834
72631640,26759.649357342834
72631642,26759.649357342834
72631663,26759.649357342834
72631674,28070.64847684657
72631744,26759.649357342834
72631768,26759.649357342834
72632173,28070.64847684657
72632178,28070.64847684657
72632194,28070.64847684657
72632199,28070.64847684657
72632201,28070.64847684657
72632223,26759.649357342834
72632292,26759.649357342834
72632551,26759.649357342834
72632773,28070.64847684657
72632782,28070.64847684657
72632796,28070.64847684657
72632938,26759.649357342834
72632948,26759.649357342834
72632951,26759.649357342834
72632953,26759.649357342834
72633084,26759.649357342834
72633197,26759.649357342834
72633201,26759.649357342834
72633202,26759.649357342834
72633216,26759.649357342834
72633219,28094.604035973327
72633227,26759.649357342834
72633239,26759.649357342834
72633244,26759.649357342834
72633310,28094.604035973327
72633347,26759.649357342834
72633367,26759.649357342834
72633381,26759.649357342834
72633471,26759.649357342834
72633563,28094.604035973327
72633576,28070.64847684657
72633607,28070.64847684657
72633623,26759.649357342834
72633655,26759.649357342834
72633724,26759.649357342834
72633730,26759.649357342834
72633739,28070.64847684657
72633745,28070.64847684657
72633747,28070.64847684657
72633780,26759.649357342834
72633803,26759.649357342834
72633813,26759.649357342834
72633835,28070.64847684657
72633879,28070.64847684657
72633888,28070.64847684657
72633904,28070.64847684657
72633908,28070.64847684657
72633936,28070.64847684657
72634006,28070.64847684657
72634007,28070.64847684657
72634040,28070.64847684657
72634072,28070.64847684657
72634078,28070.64847684657
72634079,28070.64847684657
72634128,28070.64847684657
72634155,28070.64847684657
72634176,28070.64847684657
72634185,28070.64847684657
72634186,28070.64847684657
72634194,28070.64847684657
72634207,28070.64847684657
72634292,28070.64847684657
72634383,28070.64847684657
72634432,28070.64847684657
72634607,28070.64847684657
72634657,28070.64847684657
72634723,28070.64847684657
72634770,28070.64847684657
72634794,28070.64847684657
72634816,28070.64847684657
72634823,28070.64847684657
72634831,28070.64847684657
72634853,28070.64847684657
72634857,28070.64847684657
72634861,28070.64847684657
